Order in Doc + additions,DirectoryTitle,DirectoryYear,TenantLastName,TenantFirstName,ProfessionalAddress,
942,Trow's,1889,Johnston,John,51 W. 10th,
943,Trow's,1889,LaFarge,John,51 W. 10th,
944,Trow's,1889,Linsley,Wilford,51 W. 10th,
945,Trow's,1889,Lyman,Joseph,51 W. 10th,
946,Trow's,1889,McEntee,Jervis,51 W. 10th,
947,Trow's,1889,Nicoll,James C.,51 W. 10th,
948,Trow's,1889,Parton,Arthur,51 W. 10th,
949,Trow's,1889,Robbins,Horace Wolcott,51 W. 10th,
950,Trow's,1889,Shattuck,Aaron D. ,51 W. 10th,
951,Trow's,1889,Smith,Archibald C,51 W. 10th,
952,Trow's,1889,Tyler,Bayard H.,51 W. 10th,
953,Trow's,1889,Vanelten,Kruseman D.,51 W. 10th,
954,Trow's,1889,Whitteredge,Worthington,51 W. 10th,
955,Trow's,1889,Wood,Thomas W.,51 W. 10th,
956,Trow's,1890,Beard,William H. ,51 W. 10th,
957,Trow's,1890,Bolmer,M. Deforest,51 W. 10th,
958,Trow's,1890,Brown,John G.,51 W. 10th,
959,Trow's,1890,Casilear,J. W.,51 W. 10th,
960,Trow's,1890,Chase,Wiliam Merritt,51 W. 10th,
961,Trow's,1890,Conant,Alban J.,51 W. 10th,
962,Trow's,1890,Cromwell,George R.,51 W. 10th,
963,Trow's,1890,Dehaas,Maurice F. H.,51 W. 10th,
964,Trow's,1890,Dielman,Frederic,51 W. 10th,
965,Trow's,1890,Farrer,Henry,51 W. 10th,
966,Trow's,1890,Fitch,John L.,51 W. 10th,
967,Trow's,1890,Fuechsel,Herman,51 W. 10th,
968,Trow's,1890,Gaul,William,51 W. 10th,
969,Trow's,1890,Guy,Seymour J.,51 W. 10th,
970,Trow's,1890,Horton,William S.,51 W. 10th,
971,Trow's,1890,Insley,Albert ,51 W. 10th,
972,Trow's,1890,LaFarge,John,51 W. 10th,
973,Trow's,1890,Linsley,Wilford,51 W. 10th,
974,Trow's,1890,Lyman,Joseph,51 W. 10th,
975,Trow's,1890,McEntee,Jervis,51 W. 10th,
976,Trow's,1890,Nicoll,James C.,51 W. 10th,
977,Trow's,1890,Parton,Arthur,51 W. 10th,
978,Trow's,1890,Rossell,Abraham L.,51 W. 10th,
979,Trow's,1890,Shattuck,Aaron D. ,51 W. 10th,
980,Trow's,1890,Smith,Archibald C,51 W. 10th,
981,Trow's,1890,Tyler,Bayard H.,51 W. 10th,
982,Trow's,1890,Vanelten,Kruseman D.,51 W. 10th,
983,Trow's,1890,Ward,Edgar M.,51 W. 10th,
984,Trow's,1890,Whitteredge,Worthington,51 W. 10th,
985,Trow's,1890,Wood,Thomas W.,51 W. 10th,
986,Trow's,1891,Beard,William H. ,51 W. 10th,
987,Trow's,1891,Bolmer,M. Deforest,51 W. 10th,
988,Trow's,1891,Brown,John G.,51 W. 10th,
989,Trow's,1891,Casilear,J. W.,51 W. 10th,
990,Trow's,1891,Chase,Wiliam Merritt,51 W. 10th,
991,Trow's,1891,Church,Frederick E.,51 W. 10th,
992,Trow's,1891,Conant,Alban J.,51 W. 10th,
993,Trow's,1891,Cromwell,George R.,51 W. 10th,
994,Trow's,1891,Dehaas,Maurice F. H.,51 W. 10th,
995,Trow's,1891,Dielman,Frederic,51 W. 10th,
996,Trow's,1891,Farrer,Henry,51 W. 10th,
997,Trow's,1891,Fitch,John L.,51 W. 10th,
998,Trow's,1891,Fuechsel,Herman,51 W. 10th,
999,Trow's,1891,Guy,Seymour J.,51 W. 10th,
1000,Trow's,1891,Horton,William S.,51 W. 10th,
1001,Trow's,1891,Insley,Albert ,51 W. 10th,
1002,Trow's,1891,LaFarge,John,51 W. 10th,
1003,Trow's,1891,Linsley,Wilford,51 W. 10th,
1004,Trow's,1891,Lyman,Joseph,51 W. 10th,
1005,Trow's,1891,McEntee,Jervis,51 W. 10th,
1006,Trow's,1891,Moore,A. B. ,51 W. 10th,
1007,Trow's,1891,Nicoll,James C.,51 W. 10th,
1008,Trow's,1891,Parton,Arthur,51 W. 10th,
1009,Trow's,1891,Pennington,R. G. Harper,51 W. 10th,
1010,Trow's,1891,Ryder,Platt P.,51 W. 10th,
1011,Trow's,1891,Shattuck,Aaron D. ,51 W. 10th,
1012,Trow's,1891,Smith,Archibald C,51 W. 10th,
1013,Trow's,1891,Toaspern,Otto,51 W. 10th,
1014,Trow's,1891,Tyler,Bayard H.,51 W. 10th,
1015,Trow's,1891,Vanelten,Kruseman D.,51 W. 10th,
1016,Trow's,1891,Ward,Edgar M.,51 W. 10th,
1017,Trow's,1891,Whitteredge,Worthington,51 W. 10th,
1018,Trow's,1891,Wood,Thomas W.,51 W. 10th,
1019,Trow's,1892,Beard,William H. ,51 W. 10th,
1020,Trow's,1892,Bolmer,M. Deforest,51 W. 10th,
1021,Trow's,1892,Brown,John G.,51 W. 10th,
1022,Trow's,1892,Casilear,J. W.,51 W. 10th,
1023,Trow's,1892,Chase,Wiliam Merritt,51 W. 10th,
1024,Trow's,1892,Conant,Alban J.,51 W. 10th,
1025,Trow's,1892,Cromwell,George R.,51 W. 10th,
1026,Trow's,1892,Dehaas,Maurice F. H.,51 W. 10th,
1027,Trow's,1892,Dielman,Frederic,41 W. 10th,
1028,Trow's,1892,Fitch,John L.,51 W. 10th,
1029,Trow's,1892,Fuechsel,Herman,51 W. 10th,
1030,Trow's,1892,Guy,Seymour J.,51 W. 10th,
1031,Trow's,1892,Horton,William S.,51 W. 10th,
1032,Trow's,1892,Insley,Albert ,51 W. 10th,
1033,Trow's,1892,LaFarge,John,51 W. 10th,
1034,Trow's,1892,Linsley,Wilford,51 W. 10th,
1035,Trow's,1892,Nicoll,James C.,51 W. 10th,
1036,Trow's,1892,Parton,Arthur,51 W. 10th,
1037,Trow's,1892,Pennington,R. G. Harper,51 W. 10th,
1038,Trow's,1892,Ryder,Platt P.,51 W. 10th,
1039,Trow's,1892,Smith,Archibald C,51 W. 10th,
1040,Trow's,1892,Toaspern,Otto,51 W. 10th,
1041,Trow's,1892,Tyler,Bayard H.,51 W. 10th,
1042,Trow's,1892,Vanelten,Kruseman D.,51 W. 10th,
1043,Trow's,1892,Walker,Horatio,51 W. 10th,
1044,Trow's,1892,Ward,Edgar M.,51 W. 10th,
1045,Trow's,1892,Whitteredge,Worthington,51 W. 10th,
1046,Trow's,1892,Wood,Thomas W.,51 W. 10th,
1047,Trow's,1893,Beard,William H. ,51 W. 10th,
1048,Trow's,1893,Bolmer,M. Deforest,51 W. 10th,
1049,Trow's,1893,Brown,John G.,51 W. 10th,
1050,Trow's,1893,Casilear,J. W.,51 W. 10th,
1051,Trow's,1893,Chase,Wiliam Merritt,51 W. 10th,
1052,Trow's,1893,Conant,Alban J.,51 W. 10th,
1053,Trow's,1893,Cromwell,George R.,51 W. 10th,
1054,Trow's,1893,Dehaas,Maurice F. H.,51 W. 10th,
1055,Trow's,1893,Fuechsel,Herman,51 W. 10th,
1056,Trow's,1893,Guy,Seymour J.,51 W. 10th,
1057,Trow's,1893,Horton,William S.,51 W. 10th,
1058,Trow's,1893,Insley,Albert ,51 W. 10th,
1059,Trow's,1893,LaFarge,John,51 W. 10th,
1060,Trow's,1893,Langley,Chas E.,51 W. 10th,
1061,Trow's,1893,Linsley,Wilford,51 W. 10th,
1062,Trow's,1893,Lyman,Joseph,51 W. 10th,
1063,Trow's,1893,Nicoll,James C.,51 W. 10th,
1064,Trow's,1893,Parton,Arthur,51 W. 10th,
1065,Trow's,1893,Pennington,R. G. Harper,51 W. 10th,
1066,Trow's,1893,Ryder,Platt P.,51 W. 10th,
1067,Trow's,1893,Shattuck,Aaron D. ,51 W. 10th,
1068,Trow's,1893,Smith,Archibald C,51 W. 10th,
1069,Trow's,1893,Toaspern,Otto,51 W. 10th,
1070,Trow's,1893,Tyler,Bayard H.,51 W. 10th,
1071,Trow's,1893,Vanelten,Kruseman D.,51 W. 10th,
1072,Trow's,1893,Walker,Horatio,51 W. 10th,
1073,Trow's,1893,Ward,Edgar M.,51 W. 10th,
1074,Trow's,1893,Whitteredge,Worthington,51 W. 10th,
1075,Trow's,1893,Williams,John,51 W. 10th,
1076,Trow's,1893,William ,William A.,51 W. 10th,
1077,Trow's,1893,Wright,C. J. ,51 W. 10th,
1078,Trow's,1893,Wood,Thomas W.,51 W. 10th,
1079,Trow's,1894,Beard,William H. ,51 W. 10th,
1080,Trow's,1894,Bolmer,M. Deforest,51 W. 10th,
1081,Trow's,1894,Brown,John G.,51 W. 10th,
1082,Trow's,1894,Casilear,J. W.,51 W. 10th,
1083,Trow's,1894,Chase,Wiliam Merritt,51 W. 10th,
1084,Trow's,1894,Conant,Alban J.,51 W. 10th,
1085,Trow's,1894,Dehaas,Maurice F. H.,51 W. 10th,
1086,Trow's,1894,Edwards,Edward B.,51 W. 10th,
1087,Trow's,1894,Fuechsel,Herman,51 W. 10th,
1088,Trow's,1894,Guy,Seymour J.,51 W. 10th,
1089,Trow's,1894,Insley,Albert ,51 W. 10th,
1090,Trow's,1894,LaFarge,John,51 W. 10th,
1091,Trow's,1894,Langley,Chas E.,51 W. 10th,
1092,Trow's,1894,Linsley,Wilford,51 W. 10th,
1093,Trow's,1894,Nicoll,James C.,51 W. 10th,
1094,Trow's,1894,Pennington,R. G. Harper,51 W. 10th,
1095,Trow's,1894,Ryder,Platt P.,51 W. 10th,
1096,Trow's,1894,Shattuck,Aaron D. ,51 W. 10th,
1097,Trow's,1894,Toaspern,Otto,51 W. 10th,
1098,Trow's,1894,Vanelten,Kruseman D.,51 W. 10th,
1099,Trow's,1894,Walker,Horatio,51 W. 10th,
1100,Trow's,1894,Ward,Edgar M.,51 W. 10th,
1101,Trow's,1894,Whitteredge,Worthington,51 W. 10th,
1102,Trow's,1894,Wood,Thomas W.,51 W. 10th,
1103,Trow's,1894,Wright,C. J. ,51 W. 10th,
1104,Trow's,1894,Yewell,George H.,51 W. 10th,
1105,Trow's,1895,Beard,William H. ,51 W. 10th,
1106,Trow's,1895,Bolmer,M. Deforest,51 W. 10th,
1107,Trow's,1895,Brown,John G.,51 W. 10th,
1108,Trow's,1895,Conant,Alban J.,51 W. 10th,
1109,Trow's,1895,Dehaas,Maurice F. H.,51 W. 10th,
1110,Trow's,1895,Edwards,Edward B.,51 W. 10th,
1111,Trow's,1895,Fuechsel,Herman,51 W. 10th,
1112,Trow's,1895,Guy,Seymour J.,51 W. 10th,
1113,Trow's,1895,Insley,Albert ,51 W. 10th,
1114,Trow's,1895,LaFarge,John,51 W. 10th,
1115,Trow's,1895,Langley,Chas E.,51 W. 10th,
1116,Trow's,1895,Linsley,Wilford,51 W. 10th,
1117,Trow's,1895,Nicoll,James C.,51 W. 10th,
1118,Trow's,1895,Pennington,R. G. Harper,51 W. 10th,
1119,Trow's,1895,Ryder,Platt P.,51 W. 10th,
1120,Trow's,1895,Shattuck,Aaron D. ,51 W. 10th,
1121,Trow's,1895,Toaspern,Otto,51 W. 10th,
1122,Trow's,1895,Vanelten,Kruseman D.,51 W. 10th,
1123,Trow's,1895,Walker,Horatio,51 W. 10th,
1124,Trow's,1895,Ward,Edgar M.,51 W. 10th,
1125,Trow's,1895,Wood,Thomas W.,51 W. 10th,
1126,Trow's,1895,Wright,C. J. ,51 W. 10th,
1127,Trow's,1895,Yewell,George H.,51 W. 10th,
1128,World Almanac & Book of Facts,1896,Beard,William,51 W. 10th,
1129,World Almanac & Book of Facts,1896,Brown,John G.,51 W. 10th,
1130,World Almanac & Book of Facts,1896,Chase,William M. ,51 W. 10th,
1131,World Almanac & Book of Facts,1896,DeHaas,M. F. H.,51 W. 10th,
1132,World Almanac & Book of Facts,1896,Guy,Seymour J.,51 W. 10th,
1133,World Almanac & Book of Facts,1896,LaFarge,John,51 W. 10th,
1134,World Almanac & Book of Facts,1896,Nicoll,J. C.,51 W. 10th,
1135,World Almanac & Book of Facts,1896,Perry,E. Wood,51 W. 10th,
1136,World Almanac & Book of Facts,1896,Vanelten,Kruseman D.,51 W. 10th,
1137,World Almanac & Book of Facts,1896,Walker,Horatio,51 W. 10th,
1138,World Almanac & Book of Facts,1896,Ward,Edgar M.,51 W. 10th,
1139,World Almanac & Book of Facts,1896,Wood,Thomas Waterman,51 W. 10th,
1140,World Almanac & Book of Facts,1896,Yewell,George H. ,51 W. 10th,
1141,World Almanac & Book of Facts,1896,Ryder,Platt P.,51 W. 10th,
1142,Trow's,1897,Beard,William H. ,51 W. 10th,
1143,Trow's,1897,Bolmer,M. Deforest,51 W. 10th,
1144,Trow's,1897,Brown,John G.,51 W. 10th,
1145,Trow's,1897,Conant,Alban J.,51 W. 10th,
1146,Trow's,1897,Fuechsel,Herman,51 W. 10th,
1147,Trow's,1897,Guy,Seymour J.,51 W. 10th,
1148,Trow's,1897,Insley,Albert ,51 W. 10th,
1149,Trow's,1897,LaFarge,John,51 W. 10th,
1150,Trow's,1897,Linsley,Wilford,51 W. 10th,
1151,Trow's,1897,Nicoll,James C.,51 W. 10th,
1152,Trow's,1897,Pennington,R. G. Harper,51 W. 10th,
1153,Trow's,1897,Ryder,Platt P.,51 W. 10th,
1154,Trow's,1897,Toaspern,Otto,51 W. 10th,
1155,Trow's,1897,Vanelten,Kruseman D.,51 W. 10th,
1156,Trow's,1897,Walker,Horatio,51 W. 10th,
1157,Trow's,1897,Ward,Edgar M.,51 W. 10th,
1158,Trow's,1897,Weldon,Charles D.,51 W. 10th,
1159,Trow's,1897,Wood,Thomas W.,51 W. 10th,
1160,Trow's,1897,Yewell,George H.,51 W. 10th,
1161,Trow's,1898,Beard,William H. ,51 W. 10th,
1162,Trow's,1898,Brown,John G.,51 W. 10th,
1163,Trow's,1898,Conant,Alban J.,51 W. 10th,
1164,Trow's,1898,Forbes,Charles Stuart,51 W. 10th,
1165,Trow's,1898,Fuechsel,Herman,51 W. 10th,
1166,Trow's,1898,Guy,Seymour J.,51 W. 10th,
1167,Trow's,1898,Insley,Albert ,51 W. 10th,
1168,Trow's,1898,LaFarge,John,51 W. 10th,
1169,Trow's,1898,Linsley,Wilford,51 W. 10th,
1170,Trow's,1898,Nicoll,James C.,51 W. 10th,
1171,Trow's,1898,Pennington,R. G. Harper,51 W. 10th,
1172,Trow's,1898,Toaspern,Otto,51 W. 10th,
1173,Trow's,1898,Vanelten,Kruseman D.,51 W. 10th,
1174,Trow's,1898,Ward,Edgar M.,51 W. 10th,
1175,Trow's,1898,Weldon,Charles D.,51 W. 10th,
1176,Trow's,1898,Whitteredge,Worthington,51 W. 10th,
1177,Trow's,1898,Wood,Thomas W.,51 W. 10th,
1178,Trow's,1898,Yewell,George H.,51 W. 10th,
1179,"The Boston Art Club: exhibition record, 1873-1909 / compiled and edited by Janice H. Chadbourne, Karl Gabosh, and Charles O. Vogel.",1898,Walker,Horatio,51 W. 10th,
1180,Trow's,1899,Beard,William H. ,51 W. 10th,
1181,Trow's,1899,Brown,John G.,51 W. 10th,
1182,Trow's,1899,Bryant,Francis A.,51 W. 10th,
1183,Trow's,1899,Conant,Alban J.,51 W. 10th,
1184,Trow's,1899,Curtice,George M.,51 W. 10th,
1185,Trow's,1899,Forbes,Charles Stuart,51 W. 10th,
1186,Trow's,1899,Insley,Albert ,51 W. 10th,
1187,Trow's,1899,LaFarge,John,51 W. 10th,
1188,Trow's,1899,Linsley,Wilford,51 W. 10th,
1189,Trow's,1899,Nicoll,James C.,51 W. 10th,
1190,Trow's,1899,Pennington,R. G. Harper,51 W. 10th,
1191,Trow's,1899,Stafford,William H. ,51 W. 10th,
1192,Trow's,1899,Toaspern,Otto,51 W. 10th,
1193,Trow's,1899,Walker,Horatio,51 W. 10th,
1194,Trow's,1899,Ward,Edgar M.,51 W. 10th,
1195,Trow's,1899,Weldon,Charles D.,51 W. 10th,
1196,Trow's,1899,Whitteredge,Worthington,51 W. 10th,
1197,Trow's,1899,Wood,Thomas W.,51 W. 10th,
1198,Trow's,1899,Wright,F. Harriman,51 W. 10th,
1199,Trow's,1899,Yewell,George H.,51 W. 10th,
1200,"The Boston Art Club: exhibition record, 1873-1909 / compiled and edited by Janice H. Chadbourne, Karl Gabosh, and Charles O. Vogel.",1899,Walker,Horatio,51 W. 10th,
1201,Trow's,1900,Beard,William H. ,51 W. 10th,
1202,Trow's,1900,Brown,John G.,51 W. 10th,
1203,Trow's,1900,Conant,Alban J.,51 W. 10th,
1204,Trow's,1900,Curtice,George M.,51 W. 10th,
1205,Trow's,1900,Forbes,Charles Stuart,51 W. 10th,
1206,Trow's,1900,Fries,Fred C.,83 10th av,
1207,Trow's,1900,Fuechsel,Herman,51 W. 10th,
1208,Trow's,1900,Gaul,Gilbert,51 W. 10th,
1209,Trow's,1900,Gaul,W. Gilbert,51 W. 10th,
1210,Trow's,1900,Guy, Seymour,51 W. 10th,
1211,Trow's,1900,Insley,Albert ,51 W. 10th,
1212,Trow's,1900,LaFarge,Benson,51 W. 10th,
1213,Trow's,1900,LaFarge,John,51 W. 10th,
1214,Trow's,1900,Lorenz,Louis F. A. ,51 W. 10th,
1215,Trow's,1900,Nicoll,James C.,51 W. 10th,
1216,Trow's,1900,Pennington,R. G. Harper,51 W. 10th,
1217,Trow's,1900,Pennoyer,Charles,51 W. 10th,
1218,Trow's,1900,Picknell,George W.,51 W. 10th,
1219,Trow's,1900,Shean,Charles M.,51 W. 10th,
1220,Trow's,1900,Stafford,William H. ,51 W. 10th,
1221,Trow's,1900,Toaspern,Otto,51 W. 10th,
1222,Trow's,1900,Walker,Horatio,51 W. 10th,
1223,Trow's,1900,Ward,Edgar M.,51 W. 10th,
1224,Trow's,1900,Weldon,Charles D.,51 W. 10th,
1225,Trow's,1900,Whitelock,William W.,51 W. 10th,
1226,Trow's,1900,Wolff,Adolph,372 Grand,
1227,Trow's,1900,Wood,Thomas W.,51 W. 10th,
1228,Trow's,1900,Wright,Charles D.,51 W. 10th,
1229,Trow's,1900,Wright,F. Harriman,51 W. 10th,
1230,Trow's,1900,Yewell,George H.,51 W. 10th,
1231,"The Annual exhibition record of the National Academy of Design, 1901-1950 :
incorporating the annual exhibitions, 1901-1950 and the winter exhibitions, 1906-1932 /
Peter Hastings Falk, editor ; Andrea Ansell Bien, assistant editor.
",1901,Ward,Edgar Melville,51 W. 10th,
1232,Trow's,1901,Brown,John G.,51 W. 10th,
1233,Trow's,1901,Carpenter,Steph,51 W. 10th,
1234,Trow's,1901,Chenes,Gabriel,51 W. 10th,
1235,Trow's,1901,Conant,Alban J.,51 W. 10th,
1236,Trow's,1901,Dielman,Fred,51 W. 10th,
1237,Trow's,1901,Forbes,Charles Stuart,51 W. 10th,
1238,Trow's,1901,Fuechsel,Herman,51 W. 10th,
1239,Trow's,1901,Guy, Seymour,51 W. 10th,
1240,Trow's,1901,Insley,Albert ,51 W. 10th,
1241,Trow's,1901,LaFarge,Benson,51 W. 10th,
1242,Trow's,1901,LaFarge,John,51 W. 10th,
1243,Trow's,1901,Lorenz,Louis F. A. ,51 W. 10th,
1244,Trow's,1901,Nicoll,James C.,51 W. 10th,
1245,Trow's,1901,Pennoyer,Charles,51 W. 10th,
1246,Trow's,1901,Perry,Roland H.,51 W. 10th,
1247,Trow's,1901,Shean,Charles M.,51 W. 10th,
1248,Trow's,1901,Toaspern,Otto,51 W. 10th,
1249,Trow's,1901,Ward,Edgar M.,51 W. 10th,
1250,Trow's,1901,Weldon,Charles D.,51 W. 10th,
1251,Trow's,1901,Wood,Thomas W.,51 W. 10th,
1252,Trow's,1901,Wright,Charles D.,51 W. 10th,
1253,Trow's,1901,Wright,F. Harriman,51 W. 10th,
1254,Trow's,1901,Yamagishi,Jingal,51 W. 10th,
1255,Trow's,1901,Yewell,George H.,51 W. 10th,
1256,"Social Register, New York",1901,Dielman,Mr. and Mrs. (Marion Lilla Benham) Frederick,51 W. 10th,
1257,"The Annual exhibition record of the National Academy of Design, 1901-1950",1902,Ward,Edgar Melville,51 W. 10th,
1258,Trow's,1902,Brown,John G.,51 W. 10th,
1259,Trow's,1902,Childs,Edwin B.,51 W. 10th,
1260,Trow's,1902,Coffin,William H. ,51 W. 10th,
1261,Trow's,1902,Conant,Alban J.,51 W. 10th,
1262,Trow's,1902,DeHaas,Alice Preble Tucker,96 5th av.,
1263,Trow's,1902,Dewing,Thomas,51 W. 10th,
1264,Trow's,1902,Dielman,Fred,51 W. 10th,
1265,Trow's,1902,Dodge,William D.,51 W. 10th,
1266,Trow's,1902,Forbes,Charles Stuart,51 W. 10th,
1267,Trow's,1902,Fuechsel,Herman,51 W. 10th,
1268,Trow's,1902,Graham,William,51 W. 10th,
1269,Trow's,1902,Guy, Seymour,51 W. 10th,
1270,Trow's,1902,Haggin,Ben Ali,51 W. 10th,
1271,Trow's,1902,Insley,Albert ,51 W. 10th,
1272,Trow's,1902,Lathrop,Francis,51 W. 10th,
1273,Trow's,1902,LaFarge,Bancel,51 W. 10th,
1274,Trow's,1902,LaFarge,John,51 W. 10th,
1275,Trow's,1902,LaFarge,John,51 W. 10th,
1276,Trow's,1902,Lee,Leslie W.,51 W. 10th,
1277,Trow's,1902,Lorenz,Louis F. A. ,51 W. 10th,
1278,Trow's,1902,MacDonald,George,51 W. 10th,
1279,Trow's,1902,Nicoll,James C.,51 W. 10th,
1281,Trow's,1902,Perry,Roland H.,51 W. 10th,
1282,Trow's,1902,Shean,Charles M.,51 W. 10th,
1283,Trow's,1902,Smith,Harry A.,51 W. 10th,
1284,Trow's,1902,Tenth Street Studio,n/a,51 W. 10th,
1285,Trow's,1902,Ward,Edgar M.,51 W. 10th,
1286,Trow's,1902,Weldon,Charles D.,51 W. 10th,
1287,Trow's,1902,Wood,Thomas W.,51 W. 10th,
1288,Trow's,1902,Wright,Fred Harriman,51 W. 10th,
1289,Trow's,1902,Yewell,George H.,51 W. 10th,
1291,The World Almanac & Book of Facts,1902,Brown,J. G.,51 W. 10th,
1292,The World Almanac & Book of Facts,1902,Dewing,Thos.,51 W. 10th,
1293,The World Almanac & Book of Facts,1902,Dielman,Frederick,51 W. 10th,
1294,The World Almanac & Book of Facts,1902,Gaul,Gilbert,51 W. 10th,
1295,The World Almanac & Book of Facts,1902,Guy,Seymour J.,51 W. 10th,
1296,The World Almanac & Book of Facts,1902,La Farge ,John,51 W. 10th,
1297,The World Almanac & Book of Facts,1902,Nicoll,J. C.,51 W. 10th,
1298,The World Almanac & Book of Facts,1902,Weldon,C. D.,51 W. 10th,
1299,The World Almanac & Book of Facts,1902,Ward,Edgar M.,51 W. 10th,
1300,The World Almanac & Book of Facts,1902,Wood,Thomas Waterman,51 W. 10th,
1301,The World Almanac & Book of Facts,1902,Yewell,George H.,51 W. 10th,
1302,The World Almanac & Book of Facts,1902,Ryder,P. P.,51 W. 10th,
1303,"The Annual exhibition record of the National Academy of Design, 1901-1950",1902,Graham,William,51 W. 10th,
1304,"The Annual exhibition record of the National Academy of Design, 1901-1950",1902,Insley,Albert B.,51 W. 10th,
1305,"The Annual exhibition record of the National Academy of Design, 1901-1950",1903,Ward,Edgar Melville,51 W. 10th,
1306,"The Annual exhibition record of the National Academy of Design, 1901-1950",1903,Graham,William,51 W. 10th,
1307,"The Annual exhibition record of the National Academy of Design, 1901-1950",1903,Insley,Albert B.,51 W. 10th,
1308,"The Annual exhibition record of the National Academy of Design, 1901-1950",1903,Brown,James Francis,51 W. 10th,
1309,"The Annual exhibition record of the National Academy of Design, 1901-1950",1903,Fuechsel,Herman,51 W. 10th,
1310,Trow's,1903,Bolmer,M. Deforest,51 W. 10th,
1311,Trow's,1903,Brown,John G.,51 W. 10th,
1312,Trow's,1903,Cimiotti,Gustav,51 W. 10th,
1313,Trow's,1903,Conant,Alban J.,51 W. 10th,
1314,Trow's,1903,Dewing,Thomas,51 W. 10th,
1315,Trow's,1903,Dielman,Fred,51 W. 10th,
1316,Trow's,1903,Dodge,William D.,51 W. 10th,
1317,Trow's,1903,Forbes,Charles Stuart,51 W. 10th,
1318,Trow's,1903,Fuechsel,Herman,51 W. 10th,
1319,Trow's,1903,Graham,William,51 W. 10th,
1320,Trow's,1903,Guy, Seymour,51 W. 10th,
1321,Trow's,1903,Insley,Albert ,51 W. 10th,
1322,Trow's,1903,Lathrop,Francis,51 W. 10th,
1323,Trow's,1903,LaFarge,Bancel,51 W. 10th,
1324,Trow's,1903,LaFarge,John,51 W. 10th,
1325,Trow's,1903,Lauber,Joseph,51 W. 10th,
1326,Trow's,1903,Linden,Carl,51 W. 10th,
1327,Trow's,1903,Lorenz,Louis F. A. ,51 W. 10th,
1328,Trow's,1903,MacDonald,George,51 W. 10th,
1329,Trow's,1903,Nicoll,James C.,51 W. 10th,
1330,Trow's,1903,Perry,Roland H.,51 W. 10th,
1331,Trow's,1903,Shean,Charles M.,51 W. 10th,
1332,Trow's,1903,Smith,Harry A.,51 W. 10th,
1333,Trow's,1903,Matthews,Elizabeth St. John,51 W. 10th,
1334,Trow's,1903,Tenth Street Studio,n/a,51 W. 10th,
1335,Trow's,1903,Ward,Edgar M.,51 W. 10th,
1336,Trow's,1903,Wright,Fred Harriman,51 W. 10th,
1337,Trow's,1903,Yewell,George H.,51 W. 10th,
1338,The World Almanac & Book of Facts,1904,Brown,J. G.,51 W. 10th,
1339,The World Almanac & Book of Facts,1904,Dewing,Thomas W.,51 W. 10th,
1340,The World Almanac & Book of Facts,1904,Dielman,Frederick,51 W. 10th,
1341,The World Almanac & Book of Facts,1904,Gaul,Gilbert,51 W. 10th,
1342,The World Almanac & Book of Facts,1904,Guy,Seymour J.,51 W. 10th,
1343,The World Almanac & Book of Facts,1904,LaFarge,John,51 W. 10th,
1344,The World Almanac & Book of Facts,1904,Nicoll,J. C.,51 W. 10th,
1345,The World Almanac & Book of Facts,1904,Ward,Edgar M.,51 W. 10th,
1346,The World Almanac & Book of Facts,1904,Weldon,C. D.,51 W. 10th,
1347,The World Almanac & Book of Facts,1904,Yewell,George H.,51 W. 10th,
1348,The Sun,1904,Feitu,Pierre,51 W. 10th,
1349,"The Annual exhibition record of the National Academy of Design, 1901-1950
",1904,Lauber,Joseph,51 W. 10th,
1350,"The Annual exhibition record of the National Academy of Design, 1901-1950
",1905,Ward,Edgar Melville,51 W. 10th,
1351,Trow's,1905,Brown,Bolton Coit,51 W. 10th,
1352,Trow's,1905,Brown,James Francis,51 W. 10th,
1353,Trow's,1905,Brown,John G.,51 W. 10th,
1354,Trow's,1905,Cimiotti,Gustav,51 W. 10th,
1355,Trow's,1905,Conant,Albert,51 W. 10th,
1356,Trow's,1905,Dewing,Thomas,51 W. 10th,
1357,Trow's,1905,Dielman,Fred,51 W. 10th,
1358,Trow's,1905,Dodge,William D.,51 W. 10th,
1359,Trow's,1905,Feitu,Pierre,51 W. 10th,
1360,Trow's,1905,Fuechsel,Herman,51 W. 10th,
1361,Trow's,1905,Guy, Seymour,51 W. 10th,
1362,Trow's,1905,Insley,Albert ,51 W. 10th,
1363,Trow's,1905,Lathrop,Francis,51 W. 10th,
1364,Trow's,1905,Lauber,Joseph,51 W. 10th,
1365,Trow's,1905,LaFarge,John,51 W. 10th,
1366,Trow's,1905,Lorenz,Louis F. A. ,51 W. 10th,
1367,Trow's,1905,Nicoll,James C.,51 W. 10th,
1368,Trow's,1905,Reclaire,Franz,51 W. 10th,
1369,Trow's,1905,Shean,Charles M.,51 W. 10th,
1370,Trow's,1905,Smith,Harry A.,51 W. 10th,
1371,Trow's,1905,Ward,Edgar M.,51 W. 10th,
1372,Trow's,1905,Wechsler,Henry B.,51 W. 10th,
1373,Trow's,1905,Weir,J. Alden,51 W. 10th,
1374,Trow's,1905,Wolff,Henry B.,51 W. 10th,
1375,Trow's,1905,Yewell,George H.,51 W. 10th,
1376,The World Almanac & Book of Facts,1905,Brown,J. G.,51 W. 10th,
1377,The World Almanac & Book of Facts,1905,Dewing,Thomas W.,51 W. 10th,
